# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Wed Feb 05 14:02:13 CST 2020 [seed=1580932932813]
# pop_size_faster.xml
# keywords: skyride discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	skyride.precision	skyride.logPopSize1	skyride.logPopSize2	skyride.logPopSize3	skyride.logPopSize4	skyride.logPopSize5	skyride.logPopSize6	skyride.logPopSize7	skyride.logPopSize8	skyride.logPopSize9	skyride.logPopSize10	skyride.logPopSize11	skyride.logPopSize12	skyride.logPopSize13	skyride.logPopSize14	skyride.logPopSize15	skyride.logPopSize16	skyride.logPopSize17	skyride.logPopSize18	skyride.logPopSize19	skyride.logPopSize20	skyride.logPopSize21	skyride.logPopSize22	skyride.logPopSize23	skyride.logPopSize24	skyride.logPopSize25	skyride.logPopSize26	skyride.logPopSize27	skyride.logPopSize28	skyride.logPopSize29	skyride.logPopSize30	skyride.logPopSize31	skyride.logPopSize32	skyride.logPopSize33	skyride.logPopSize34	skyride.logPopSize35	skyride.logPopSize36	skyride.logPopSize37	skyride.logPopSize38	skyride.logPopSize39	skyride.logPopSize40	skyride.logPopSize41	skyride.logPopSize42	skyride.logPopSize43	skyride.logPopSize44	skyride.logPopSize45	skyride.logPopSize46	skyride.logPopSize47	skyride.logPopSize48	skyride.logPopSize49	skyride.logPopSize50	skyride.logPopSize51	skyride.logPopSize52	skyride.logPopSize53	skyride.groupSize1	skyride.groupSize2	skyride.groupSize3	skyride.groupSize4	skyride.groupSize5	skyride.groupSize6	skyride.groupSize7	skyride.groupSize8	skyride.groupSize9	skyride.groupSize10	skyride.groupSize11	skyride.groupSize12	skyride.groupSize13	skyride.groupSize14	skyride.groupSize15	skyride.groupSize16	skyride.groupSize17	skyride.groupSize18	skyride.groupSize19	skyride.groupSize20	skyride.groupSize21	skyride.groupSize22	skyride.groupSize23	skyride.groupSize24	skyride.groupSize25	skyride.groupSize26	skyride.groupSize27	skyride.groupSize28	skyride.groupSize29	skyride.groupSize30	skyride.groupSize31	skyride.groupSize32	skyride.groupSize33	skyride.groupSize34	skyride.groupSize35	skyride.groupSize36	skyride.groupSize37	skyride.groupSize38	skyride.groupSize39	skyride.groupSize40	skyride.groupSize41	skyride.groupSize42	skyride.groupSize43	skyride.groupSize44	skyride.groupSize45	skyride.groupSize46	skyride.groupSize47	skyride.groupSize48	skyride.groupSize49	skyride.groupSize50	skyride.groupSize51	skyride.groupSize52	skyride.groupSize53	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	frequencies1	frequencies2	frequencies3	frequencies4	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	skyride
5060000	-39408.14080542276	-834.6385083933212	-38573.50229702944	27.455951313363133	1937.5440486866369	279.47312489097936	1.1381469270515028	3.1740806561844623	3.3246776537976896	3.30899925829712	3.4056101008023387	3.506926710691248	3.365283243357459	3.46739243080347	3.5297626838447997	3.6257979156975235	3.7290755223243566	3.822887531566221	3.7590287755233383	3.7686870375895625	3.7435432894437968	3.8453498740985848	3.8281656025970947	3.8362309060476574	3.7874907990566027	3.7987104315280638	3.7160959946980774	3.713114711316186	3.714028863739815	3.6174694856085052	3.614181263938003	3.600881781041283	3.5966181627663816	3.586605795157553	3.667260054670464	3.5631902651463467	3.598683418468136	3.6613048692945425	3.6103319833586354	3.6864318917789953	3.5966987300809685	3.564034154526514	3.4795945497790615	3.5947277717137514	3.4788017643050964	3.4649403213224894	3.280682762482859	3.3206343865428414	3.266412330016166	3.148573743856174	3.142651716027817	3.2210977794533244	3.1806821438480157	3.4549113229799198	3.4333483753975114	3.655393838611999	3.2319183136219656	3.167297171628569	3.1309901499323	2.9403917252970935	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6520012007398074	2.524935797222418	0.4805143615719907	0.06300350046540165	1.9116311123021394	0.3679140276982329	0.3388085287495148	0.18573849454602337	0.23346722343713608	0.24198575326732683	2.593810803616673	0.06587953324488338	1.5914123248647538	0.5889525639842871	2.5511157274909144	0.05635516002071039	-38573.50229702944	-494.32454397587907	-306.12055570921467
5070000	-39479.718185075915	-908.2165860796003	-38571.501598996314	22.006505006624	1942.993494993376	261.2016307461277	0.05366729330360179	2.15549277020516	1.7870144826985928	2.208509981979577	3.1946585514388053	2.9467368022985836	2.8383923801797097	3.461140834692998	3.972263659093499	4.683752081787299	4.438484771653454	4.80961677342237	5.077648023163546	4.6373549527197575	3.3984882894602544	3.3811984719809143	3.440955111674889	4.022463308681791	3.684683083476499	3.6720203258778157	4.047383952879971	3.932471949082943	3.8608985633212636	4.282776547188988	3.823070093337216	4.288167034003852	4.376763935690659	4.088763849618345	3.721031635876708	3.977795300041291	4.009300470887742	3.9512142561789556	3.8932168792614017	4.008472662567199	3.4555968690307246	3.2361410468159373	3.2219373938805687	2.991968812327724	2.783660363398461	2.605880153874666	2.395578391275202	2.7205179191527495	2.727867914923319	2.5174060279720725	4.326514218431176	2.486431787072918	3.3990055326253756	3.020274686960061	2.581366720523284	1.6068876640852545	1.923059099510197	1.5852164848195711	0.4499628068711875	1.5626598698582144	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.590147694538745	2.622722669109345	0.4918774687083493	0.015681218526300514	1.9384762323322031	0.3410947167850473	0.3470373293966561	0.17669947872475897	0.23461654644608781	0.24164664543249811	2.528805294582413	0.08232464664249392	1.8613429546649942	0.697596052068002	2.5569382123831095	-0.005994582148903695	-38571.501598996314	-494.32454397587907	-378.8342345786772
5080000	-39468.40346530968	-907.4724949871829	-38560.9309703225	23.76068516938316	1941.2393148306169	283.94170252342536	0.06857138683515289	2.455785949965134	1.4948233060280955	1.778374724302972	2.2977529627802022	2.3139213101205085	2.5737790344116678	3.8217305440107907	4.039513541618042	3.3247058682863857	3.9048560159016916	4.292435153377789	4.890692082703925	3.9607442794661565	3.8104946536317894	3.7157101228817644	3.8387899941793777	3.8027008684788606	3.9256165501095794	4.202313618618545	4.169939412021196	3.912354700724882	3.9335092102803517	3.9820535318469803	4.005114499521298	4.581509510375141	5.290245925154737	5.0020021302994735	5.07138106242027	5.080545085206182	4.26077388955426	3.6889590169242497	3.8502756582920794	3.5045862996033015	3.73217891776573	3.541140132091947	2.8464682726702915	3.355751465947243	3.354562613740144	3.4830627718828615	3.4316737124819694	3.5700688322365086	3.5571268267752583	3.666162895782674	3.155990280020281	3.315484870542151	3.648297506965233	2.931861080788075	2.7300343087164682	2.845429169117792	0.9247061450628303	0.8702368226185634	0.45399906675045043	-0.053101526832669665	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6664175379842138	2.274121750058797	0.5996162918292256	0.04065893913811688	2.008234718320332	0.4109507626693054	0.34501328420332267	0.18434488634893084	0.23865786675936226	0.2319839626883852	2.493010496868392	0.06558387496235425	1.7852521876654763	0.6261757670571926	2.503078119406524	-0.07275942203571492	-38560.9309703225	-494.32454397587907	-381.1819072866358
5090000	-39427.40179050115	-855.1077232077408	-38572.294067293406	25.984126085976744	1939.0158739140234	289.064474418612	0.6800077099200058	3.8236697315664436	3.881157283856079	3.9352987712653995	3.826241277772949	3.818716598701517	3.604203284331558	3.675393633684389	3.7992061550697325	4.10438703665299	3.9820178288045507	3.9533272717102714	3.881897049492486	3.9500785598576895	3.859795145545206	3.947753172380528	3.948622703338167	4.008506152483241	3.951725227221802	4.011923286137699	3.9739120537376436	4.114098970057629	4.097997821595947	4.138012332986187	4.229136133142587	4.016492551515793	3.942527870783684	3.925421051290745	3.915857468698659	3.9160752161274925	4.081114728367833	4.193298319776113	4.220118542919176	4.084221569044545	4.044805562754454	3.9099593603865066	3.7659906921405684	3.5188779324244317	3.4076189392550194	3.2732811622998734	3.232057720055954	3.2194620556561784	3.2611343169085485	3.2553692131641743	3.4165220230930315	3.525398889036177	3.566585732414901	3.2652107936622734	2.6974020555281975	2.3967865141775437	2.315094565184866	2.140018006499116	1.733164284430268	1.4273979417032752	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6615933331977603	2.353673341370942	0.5311255824856255	0.036931056846314245	2.074712846542152	0.3419638395571969	0.345694412009401	0.17692613635265964	0.23936163554001763	0.2380178160979227	2.8618598884911113	0.051776499102025794	1.1074972891197932	0.47859068201527405	2.5242148919759564	-0.012218862405903438	-38572.294067293406	-494.32454397587907	-331.6025431917642
5100000	-39270.85757269489	-709.9964699798487	-38560.86110271504	31.68313796169372	1933.3168620383062	324.1320937407437	372.9970352335643	3.8645974061585613	3.8624665675321674	3.8655074552481863	3.8623216324508416	3.8650615998060625	3.845973332615407	3.846334546560065	3.8465775492863403	3.8481951349482584	3.848670886066223	3.8467038723122986	3.863393147504865	3.8726629462311086	3.8777039985815973	3.876860604613757	3.8776071527956164	3.8790461174629103	3.8757281639178323	3.8792176292230174	3.8806574939800664	3.881414062172845	3.883434441879548	3.8859905696304122	3.883985950243502	3.8794765203467123	3.8787963102759626	3.870387523169673	3.8697625097129658	3.8674367245534507	3.8576961735835837	3.857195842523953	3.8520289093429754	3.8470596472306444	3.848056084585615	3.8432951588133752	3.844110574292664	3.84367613610558	3.8440676358227823	3.8413987098427165	3.858625841127763	3.8612964060998474	3.8539907359890764	3.8575758018628634	3.8528728830224246	3.870099284808934	3.864375136996463	3.8555014903370455	3.8634348150260407	3.8817296680890436	3.881233688268207	3.894211880111944	3.8977054482306293	3.9019697467461985	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6892394560260724	2.428524145126408	0.4686904093240928	0.05538476823238886	2.084528836204586	0.27363238508644216	0.3446783954369903	0.18132453382731792	0.23611341565333635	0.23788365508235645	2.7802494615223177	0.04496098879327828	0.7583013591971686	0.42228584105278777	2.3868942363477896	-0.07594759913504057	-38560.86110271504	-494.32454397587907	-181.55013552081894
5110000	-39230.11136015142	-664.5798353221569	-38565.53152482927	26.053687326012792	1938.9463126739872	266.263487683353	1465.7794340935075	3.691244449236958	3.692838321419602	3.69476384657329	3.6979108157899274	3.6992289687758526	3.6969937020846824	3.694109829746166	3.6953195049260144	3.6921779236062484	3.6896507531044627	3.6931715765148563	3.694169020342966	3.686556014125455	3.6852597613757534	3.6825398304469177	3.6821816126374807	3.6840917898904806	3.6845838001783147	3.686405743814854	3.6859071925728326	3.6869098563469644	3.685294254803655	3.6854815154637497	3.685904195118311	3.6839446988799747	3.6846878274506443	3.6859122328709204	3.6880312400225703	3.6932623782209464	3.696043644507268	3.6974734457379754	3.698352238755258	3.6971702195057605	3.697501585884396	3.6986435763078416	3.699176079385579	3.7014762257562093	3.701774448144923	3.700738606213985	3.6992496195469533	3.700991183211703	3.702235140826869	3.6947719992777515	3.6932596703356597	3.7041615358789124	3.698401409127783	3.7142795452600392	3.720190797208948	3.7245907789884294	3.7239434276472276	3.7199627180744668	3.7341383525698912	3.7281119797470015	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5248603457923575	2.422856078775883	0.7038790015299822	0.040110967964690915	1.9708781074090467	0.33741549852803	0.3434701401998073	0.17932854655411776	0.23738863518536057	0.23981267806071543	4.275385698387572	0.04958343845152536	0.9530034041178125	0.3674325696907155	2.4369013154077916	-0.03009008900060417	-38565.53152482927	-494.32454397587907	-131.32291344606676
5120000	-39461.254063593675	-881.8523860566336	-38579.40167753704	25.196013473468756	1939.8039865265312	308.2475351567247	0.33874193113361684	2.880800345673496	2.632822641012277	2.781836675503149	2.898397480186321	3.605285678830532	3.7037486211444004	3.7219108809861408	3.903085810185528	4.2355629873060945	4.318714475837874	4.545046496634924	4.890388504824979	4.452646865166346	4.227723227852579	4.221203463151245	4.2131190379109436	4.140996038183192	4.153633428300374	3.988859002436214	4.061470529659881	3.990695779768632	3.9311353545134624	3.389881608544871	3.5064498379115916	3.546954014948679	3.6354905159656723	3.729901789008144	3.4032711221975793	3.485126202182763	3.599197610480554	3.627961286630036	3.603609425015873	3.728383870627909	3.5854988763905475	3.8316909926018043	3.9356168278032726	3.938182407529785	4.2427340641143205	4.217899300554818	4.194461367344666	3.7657361796386244	3.7949819872958805	3.6159319820212006	3.5446721039892335	4.159797192344136	3.8846762089393376	3.8219339450221312	3.8908379316022064	3.4553805480124775	3.2898412398292676	2.897793078226029	2.815690246963548	3.046916622321275	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7780861151968049	2.1041092775281625	0.5388900406830245	0.07590477103872424	2.3003891823174873	0.20262061323578695	0.352913855348834	0.17293662793787068	0.23798417088964555	0.2361653458236508	3.9362419572971867	0.05047686905908442	1.1775479993731626	0.3856746614710475	2.463775363894158	0.03750181887990319	-38579.40167753704	-494.32454397587907	-356.1370130644834
5130000	-39299.81605827405	-728.9458733578467	-38570.87018491621	22.31633681027384	1942.683663189726	284.7953323172434	153.8455003345822	3.7117223119423164	3.7097894777099656	3.7196343796019264	3.7270652267168463	3.7504074005380654	3.761531555773074	3.7647736837144796	3.7667148874027565	3.759370512377351	3.773133007344749	3.799865509386988	3.783682010065584	3.7751204438150068	3.7819001057402666	3.77500107460719	3.7701828940303073	3.7732559483409216	3.7738742683401654	3.7749953744447398	3.783292850305039	3.790803882651217	3.793655886837705	3.7970144903196044	3.7997561066950856	3.7924538886494314	3.794760225792355	3.78515746444478	3.7817936340563305	3.7852459060193904	3.77536643300378	3.791217474567194	3.7924922971814166	3.79249384606099	3.7887677137582605	3.787577185523494	3.791461655646454	3.789050390009449	3.7943621425360448	3.7818688590335445	3.7875632318111667	3.7932535494224977	3.79275665636351	3.787091254545115	3.800711408664732	3.798935577038495	3.801787514593463	3.7897033989442583	3.784025810253965	3.8140275884861765	3.7896984586037266	3.7814203530741546	3.765927927920549	3.747789634348027	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5937376027206813	2.208023573535567	0.6301973220186547	0.004380532603142168	2.2426532588873527	0.32100771023459246	0.340854102452398	0.18336645960625145	0.23755558502244528	0.2382238529189063	3.3530594443986597	0.059529930792462146	1.5214548743089582	0.4328158278472859	2.5654272747764892	0.02658451727993485	-38570.87018491621	-494.32454397587907	-195.58276674635323
5140000	-39430.23817340482	-865.0574953909183	-38565.1806780139	20.80337253372738	1944.1966274662727	254.0439305911221	0.28095544319826554	3.5790381936814026	3.975484757442767	4.0712434169557365	3.9233882747083952	3.9409545959845818	3.70998173121449	3.118359981632412	3.146572400969918	3.4383357348521373	3.2383683320694985	3.6665207457014133	3.9540237452245255	4.020647718474699	4.386821008075305	4.239918431590336	4.12429019824943	4.066243219464363	4.128785904325147	4.122913027031719	4.105935017909249	4.028201676728297	4.056886451734101	3.9577796290752905	4.05571645711248	3.9456153465383994	4.16087315119637	3.9439955112275156	4.003827209077446	4.093287178523959	4.083334757402118	4.038056692786541	4.089587404888215	3.9855027674065755	4.138117620998521	4.126863774389801	3.9366506447672998	4.244229481135811	4.203654941673954	4.145540960020646	3.8646775244310003	4.0035110686924575	3.7653595227287977	3.554115928823778	2.9915080763435973	3.17243531523839	3.1655636840638888	3.0725375920208515	2.943266655392599	3.0617513097271694	2.663451622651044	2.7743118889784575	2.0989068897458214	1.916249687766822	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.49556074826867136	2.0181496982139437	0.5946684638101288	0.05301675809692579	2.3638993585660084	0.47470497304431203	0.3425304424955248	0.18072561046897334	0.23924917096579712	0.23749477606970576	2.3013645260298223	0.06746426996430697	1.706860895230467	0.6123937310292522	2.558030376992554	0.04563852362027183	-38565.1806780139	-494.32454397587907	-339.38959449741856
5150000	-39474.596520509214	-909.2840519532222	-38565.31246855599	20.928743761244675	1944.0712562387553	273.30277308715205	0.0471918515734834	2.471703922124323	2.2513739656517378	2.017456992620567	1.7221878488832996	1.627288907503487	3.3762435291692747	2.8952882293636852	3.2998563995421946	3.919045111035521	3.654529222682054	4.294632136296643	4.953869699610177	4.647020841838408	4.906344453114657	4.64794680950613	4.684463906739429	4.645726501321526	5.087643692586701	4.780380868397958	5.030476884750995	4.7017640090461885	5.178649664924736	5.159034391489571	5.151449049856076	5.210329445172191	4.6711815075952945	4.3582577770645825	3.9899229959848537	3.7722731878655327	4.006303948471335	4.12034615457934	4.057898534298561	3.7013210746803678	3.8706975607120118	5.063500522253526	3.7890160490535023	3.3428695696892743	3.334797436074437	3.487020278732416	4.14968763261083	3.5075592333963908	3.336596834799136	3.328047503486041	2.83178820685808	3.292681053835638	2.5232605399129313	3.1209752888336153	3.4707827674441214	2.2974212644263607	2.056401115541572	1.4272710022860744	1.2268046055153454	0.21115361440952274	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5996016037539644	2.3724974894185946	0.6549527193338935	0.06128939533983932	2.0075025686872765	0.30415622346642085	0.346370745864107	0.18162381153745685	0.23426102045668407	0.23774442214175312	3.5581377841965756	0.05769600578617467	1.37326090160158	0.45701939607838876	2.585968475343513	-0.0449059029350389	-38565.31246855599	-494.32454397587907	-385.37098070638115
5160000	-39480.960842386135	-924.0416527009195	-38556.91918968521	21.406032626119188	1943.5939673738808	280.72632416007116	0.027354036422652713	2.939020347887114	2.7464681896636325	2.802815413956588	1.9503330638862033	3.801781731055584	3.9954301551248674	3.345088111132147	3.122181788394485	3.140249795735923	3.62643178656243	3.3553902938613063	4.481457349662991	4.807968808500737	4.459132844837094	5.542675781310422	4.855731875212729	4.299914470676027	4.214260770969475	3.5340288562307944	3.566805686899192	4.2195124151748375	4.593902558234228	4.720712726168501	5.2079439334209425	4.7290145134279955	4.187823206304521	4.904728519428024	4.559926089666876	4.149146331046358	4.390189308919969	4.47615291470397	4.136577051615824	3.684260216966245	3.7466399605904965	3.8743844561227085	3.644061789465117	3.1614946843817706	3.2874508963154403	3.148156161126606	3.52921315224191	5.488670201332372	2.6167581861663387	3.705974130304688	3.007422212429776	3.993016371554119	3.9095539803899326	3.684953551376705	4.068521920350518	2.672164605929538	1.0617407972001096	0.45898003010530736	-0.12440600105467337	-1.357415795969383	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7582255766201631	2.1319894944142526	0.5265344649494873	0.02271305808413742	2.128257906395775	0.4322794995361738	0.34717818587336086	0.18200032618039605	0.23110046092043995	0.23972102702580422	3.2090240378566386	0.05916114832936297	1.2763719456313742	0.48476369321189305	2.615093707614356	0.08579197529540379	-38556.91918968521	-494.32454397587907	-400.8235555681629
5170000	-39455.233479179864	-896.9009939295281	-38558.332485250336	20.084294599424798	1944.9157054005752	245.49573859001654	0.08516525480355183	2.8783458170594765	1.60203233904073	1.7432496032745814	3.167195274295646	4.036477857142128	3.689766019318116	3.061537184551577	3.0504456206685973	3.363009697851267	4.128892843374539	4.414243694314947	3.8891870222737865	4.271887858391056	4.3847507195119695	3.5982532495819273	3.4121360191758177	3.7064161935685616	3.9519051709958744	3.6341347682616623	3.82562804133961	3.615098482277076	3.5864124502342376	3.656005526077962	3.5178826393685183	3.898949495344151	3.9213141538941176	3.486239363269122	3.4209582898175506	3.1073499852224553	3.4461214769099247	3.349858815384841	3.3401557369043675	3.192930669543764	2.7814900896390395	2.9082848790184825	3.1108532621671303	3.0952221116873773	3.299555260040708	3.3695985592123914	3.391852340928383	4.073605656102531	4.048383403820253	4.1028080819336985	4.412187303195274	4.58460625603308	4.114438580302891	4.077783308274997	3.3790338868355065	2.7067881106310416	2.345073860494756	2.6039068005392068	2.277889013480989	1.835478542471451	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5735799417505387	2.4254028412928297	0.5619071263835507	0.02272986308202511	2.0192162480016735	0.39716397948937165	0.3443080166985651	0.18014086508530452	0.23876781861308558	0.2367832996030459	3.2829858396728366	0.06395977657353394	1.6915249924619031	0.5413608189943977	2.622479115289558	-0.038554013992635285	-38558.332485250336	-494.32454397587907	-371.9550566348418
5180000	-39492.081507093586	-908.961751873577	-38583.11975522001	20.699781423915166	1944.300218576085	251.03367822101217	0.040399681962982	2.8368402965716575	2.2680382750769836	2.0119074531227503	3.0424226115070088	3.301352790358539	3.602198155900681	2.807193899372086	3.130001148374951	2.927633888942139	3.054525003186552	2.6718752897131686	3.123181631033617	4.747847461853411	4.418883048975988	3.9153743604204387	3.304187513264151	4.1507876821021545	4.41008996480773	3.9430724286477945	4.3555366348760485	4.2708221380725355	3.992738750310201	3.830457821591376	3.584263620652261	3.666442006860387	4.19691847483599	4.010930015814672	4.306407967292472	3.6942584122668434	4.413886094115636	4.745222361718337	4.9818168537914085	5.574162707005631	4.406349961019463	4.1358582230648935	4.2493801674432055	3.505407213818194	3.406860808088232	3.293120490141568	2.7495183650778254	2.5640528456307585	2.5268005014072283	2.5914099793489447	4.041405009590365	3.563928480082774	2.5129971492121115	3.8320163527146667	2.6766002970679774	1.5070311278348254	0.9319772860904774	0.4923902435201427	0.9978779964282362	1.224293699439659	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6451691152578772	2.3065812902807448	0.47282595046662257	0.10013768516877442	2.0084176348786578	0.46686832394731326	0.3419808896064686	0.18056789062320047	0.23697667718057155	0.24047454258976053	2.734508466577536	0.06970012619466256	2.436686149601444	0.49470570064844016	2.6366832228655452	0.05328583204031345	-38583.11975522001	-494.32454397587907	-381.7953099087912
5190000	-39464.61815963961	-898.6392578052671	-38565.97890183434	19.634412735210983	1945.365587264789	253.11608954151257	0.03659520998415083	2.085152652300598	2.0970948370752214	1.6051406441198424	1.949299523896596	1.8739941540555134	3.156111836168403	4.238555367375258	4.390435510860733	3.4897724641286536	2.936546621942623	3.601354842565256	2.4815942402332327	3.5043737396517427	3.0118781642475643	3.2384560525417925	4.428997498996981	3.836898625040342	3.8610774989923238	3.58991340691449	3.3040328628313085	3.2497552111443575	3.403716954847322	3.5491656013046198	3.5137765438761464	3.7027714627113246	4.0837729978296435	4.485542024382323	5.1395834970182	4.388759651566083	4.135288500895178	5.01261652197311	5.085267722090391	3.481782855379117	3.5314531714956927	3.334026447467388	3.1512356685965077	3.076645515819671	3.0748115227906965	3.030720177382262	3.2214414410247465	3.7722980229701935	4.790586112642425	4.772466113974076	3.265372366272598	4.108650712582935	0.8185458903011846	1.041394047122908	1.2032031527465792	1.7910124452119855	0.5587527034692137	0.8780322355669703	0.6983717499000895	-0.49058364638662194	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.569231307635053	2.3366323882702593	0.5109891854728261	0.09047756509615366	2.2008893223922983	0.2917802311334	0.3412458067966498	0.18188829892921451	0.23606073865890984	0.24080515561522703	3.1098683023187825	0.07391424998364968	1.9009471627898111	0.6029989614797753	2.6134896167631214	0.0726184428012836	-38565.97890183434	-494.32454397587907	-371.19109452891723
